Time,Time,1 minute,0.000694444,1 hour,0.041666667,,,,,,,,,,
41559.52014,10/12/2013 12:29,,,,,,,,,,,,,,
41559.52014,10/12/2013 12:29,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52083,10/12/2013 12:30,,,,,,,,,,,,,,
41559.52153,10/12/2013 12:31,,,,,,,,,,,,,,
41559.52153,10/12/2013 12:31,,,,,,,,,,,,,,
41559.52153,10/12/2013 12:31,,,,,,,,,,,,,,
41559.52153,10/12/2013 12:31,,,,,,,,,,,,,,
41559.52153,10/12/2013 12:31,,,,,,,,,,,,,,
41559.52153,10/12/2013 12:31,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52222,10/12/2013 12:32,,,,,,,,,,,,,,
41559.52292,10/12/2013 12:33,,,,,,,,,,,,,,
41559.52292,10/12/2013 12:33,,,,,,,,,,,,,,
41559.52292,10/12/2013 12:33,,,,,,,,,,,,,,
41559.52292,10/12/2013 12:33,,,,,,,,,,,,,,
41559.52292,10/12/2013 12:33,,,,,,,,,,,,,,
41559.52361,10/12/2013 12:34,,,,,,,,,,,,,,
41559.52361,10/12/2013 12:34,,,,,,,,,,,,,,
41559.52361,10/12/2013 12:34,,,,,,,,,,,,,,
41559.52361,10/12/2013 12:34,,,,,,,,,,,,,,
41559.52361,10/12/2013 12:34,,,,,,,,,,,,,,
41559.52431,10/12/2013 12:35,,,,,,,,,,,,,,
41559.52431,10/12/2013 12:35,,,,,,,,,,,,,,
41559.52431,10/12/2013 12:35,,,,,,,,,,,,,,
41559.52431,10/12/2013 12:35,,,,,,,,,,,,,,
41559.52431,10/12/2013 12:35,,,,,,,,,,,,,,
41559.52431,10/12/2013 12:35,,,,,,,,,,,,,,
41559.525,10/12/2013 12:36,,,,,,,,,,,,,,
41559.525,10/12/2013 12:36,,,,,,,,,,,,,,
41559.525,10/12/2013 12:36,,,,,,,,,,,,,,
41559.525,10/12/2013 12:36,,,,,,,,,,,,,,
41559.525,10/12/2013 12:36,,,,,,,,,,,,,,
41559.525,10/12/2013 12:36,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52569,10/12/2013 12:37,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52639,10/12/2013 12:38,,,,,,,,,,,,,,
41559.52708,10/12/2013 12:39,,,,,,,,,,,,,,
41559.52708,10/12/2013 12:39,,,,,,,,,,,,,,
41559.52708,10/12/2013 12:39,,,,,,,,,,,,,,
41559.52708,10/12/2013 12:39,,,,,,,,,,,,,,
41559.52708,10/12/2013 12:39,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52778,10/12/2013 12:40,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52847,10/12/2013 12:41,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52917,10/12/2013 12:42,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.52986,10/12/2013 12:43,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53056,10/12/2013 12:44,,,,,,,,,,,,,,
41559.53125,10/12/2013 12:45,,,,,,,,,,,,,,
41559.53125,10/12/2013 12:45,,,,,,,,,,,,,,
41559.53125,10/12/2013 12:45,,,,,,,,,,,,,,
41559.53125,10/12/2013 12:45,,,,,,,,,,,,,,
41559.53125,10/12/2013 12:45,,,,,,,,,,,,,,
41559.53125,10/12/2013 12:45,,,,,,,,,,,,,,
41559.53194,10/12/2013 12:46,,,,,,,,,,,,,,
41559.53194,10/12/2013 12:46,,,,,,,,,,,,,,
41559.53194,10/12/2013 12:46,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53264,10/12/2013 12:47,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53333,10/12/2013 12:48,,,,,,,,,,,,,,
41559.53403,10/12/2013 12:49,,,,,,,,,,,,,,
41559.53403,10/12/2013 12:49,,,,,,,,,,,,,,
41559.53403,10/12/2013 12:49,,,,,,,,,,,,,,
41559.53403,10/12/2013 12:49,,,,,,,,,,,,,,
41559.53403,10/12/2013 12:49,,,,,,,,,,,,,,
41559.53403,10/12/2013 12:49,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53472,10/12/2013 12:50,,,,,,,,,,,,,,
41559.53542,10/12/2013 12:51,,,,,,,,,,,,,,
41559.53542,10/12/2013 12:51,,,,,,,,,,,,,,
41559.53542,10/12/2013 12:51,,,,,,,,,,,,,,
41559.53542,10/12/2013 12:51,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53611,10/12/2013 12:52,,,,,,,,,,,,,,
41559.53681,10/12/2013 12:53,,,,,,,,,,,,,,
41559.53681,10/12/2013 12:53,,,,,,,,,,,,,,
41559.53681,10/12/2013 12:53,,,,,,,,,,,,,,
41559.53681,10/12/2013 12:53,,,,,,,,,,,,,,
41559.53681,10/12/2013 12:53,,,,,,,,,,,,,,
41559.53681,10/12/2013 12:53,,,,,,,,,,,,,,
41559.5375,10/12/2013 12:54,,,,,,,,,,,,,,
41559.5375,10/12/2013 12:54,,,,,,,,,,,,,,
41559.5375,10/12/2013 12:54,,,,,,,,,,,,,,
41559.53819,10/12/2013 12:55,,,,,,,,,,,,,,
41559.53819,10/12/2013 12:55,,,,,,,,,,,,,,
41559.53819,10/12/2013 12:55,,,,,,,,,,,,,,
41559.53819,10/12/2013 12:55,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53889,10/12/2013 12:56,,,,,,,,,,,,,,
41559.53958,10/12/2013 12:57,,,,,,,,,,,,,,
41559.53958,10/12/2013 12:57,,,,,,,,,,,,,,
41559.53958,10/12/2013 12:57,,,,,,,,,,,,,,
41559.53958,10/12/2013 12:57,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54028,10/12/2013 12:58,,,,,,,,,,,,,,
41559.54097,10/12/2013 12:59,,,,,,,,,,,,,,
41559.54097,10/12/2013 12:59,,,,,,,,,,,,,,
41559.54097,10/12/2013 12:59,,,,,,,,,,,,,,
41559.54097,10/12/2013 12:59,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54167,10/12/2013 13:00,,,,,,,,,,,,,,
41559.54236,10/12/2013 13:01,,,,,,,,,,,,,,
41559.54236,10/12/2013 13:01,,,,,,,,,,,,,,
41559.54236,10/12/2013 13:01,,,,,,,,,,,,,,
41559.54236,10/12/2013 13:01,,,,,,,,,,,,,,
41559.54236,10/12/2013 13:01,,,,,,,,,,,,,,
41559.54306,10/12/2013 13:02,,,,,,,,,,,,,,
41559.54306,10/12/2013 13:02,,,,,,,,,,,,,,
41559.54306,10/12/2013 13:02,,,,,,,,,,,,,,
41559.54306,10/12/2013 13:02,,,,,,,,,,,,,,
41559.54306,10/12/2013 13:02,,,,,,,,,,,,,,
41559.54375,10/12/2013 13:03,,,,,,,,,,,,,,
41559.54375,10/12/2013 13:03,,,,,,,,,,,,,,
41559.54375,10/12/2013 13:03,,,,,,,,,,,,,,
41559.54375,10/12/2013 13:03,,,,,,,,,,,,,,
41559.54444,10/12/2013 13:04,,,,,,,,,,,,,,
41559.54444,10/12/2013 13:04,,,,,,,,,,,,,,
41559.54444,10/12/2013 13:04,,,,,,,,,,,,,,
41559.54444,10/12/2013 13:04,,,,,,,,,,,,,,
41559.54444,10/12/2013 13:04,,,,,,,,,,,,,,
41559.54514,10/12/2013 13:05,,,,,,,,,,,,,,
41559.54514,10/12/2013 13:05,,,,,,,,,,,,,,
41559.54514,10/12/2013 13:05,,,,,,,,,,,,,,
41559.54514,10/12/2013 13:05,,,,,,,,,,,,,,
41559.54583,10/12/2013 13:06,,,,,,,,,,,,,,
41559.54583,10/12/2013 13:06,,,,,,,,,,,,,,
41559.54583,10/12/2013 13:06,,,,,,,,,,,,,,
41559.54583,10/12/2013 13:06,,,,,,,,,,,,,,
41559.54583,10/12/2013 13:06,,,,,,,,,,,,,,
41559.54653,10/12/2013 13:07,,,,,,,,,,,,,,
41559.54653,10/12/2013 13:07,,,,,,,,,,,,,,
41559.54653,10/12/2013 13:07,,,,,,,,,,,,,,
41559.54653,10/12/2013 13:07,,,,,,,,,,,,,,
41559.54653,10/12/2013 13:07,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54722,10/12/2013 13:08,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54792,10/12/2013 13:09,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54861,10/12/2013 13:10,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.54931,10/12/2013 13:11,,,,,,,,,,,,,,
41559.55,10/12/2013 13:12,,,,,,,,,,,,,,
41559.55,10/12/2013 13:12,,,,,,,,,,,,,,
41559.55,10/12/2013 13:12,,,,,,,,,,,,,,
41559.55,10/12/2013 13:12,,,,,,,,,,,,,,
41559.55069,10/12/2013 13:13,,,,,,,,,,,,,,
41559.55069,10/12/2013 13:13,,,,,,,,,,,,,,
41559.55069,10/12/2013 13:13,,,,,,,,,,,,,,
41559.55069,10/12/2013 13:13,,,,,,,,,,,,,,
41559.55069,10/12/2013 13:13,,,,,,,,,,,,,,
41559.55139,10/12/2013 13:14,,,,,,,,,,,,,,
41559.55139,10/12/2013 13:14,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55208,10/12/2013 13:15,,,,,,,,,,,,,,
41559.55278,10/12/2013 13:16,,,,,,,,,,,,,,
41559.55278,10/12/2013 13:16,,,,,,,,,,,,,,
41559.55278,10/12/2013 13:16,,,,,,,,,,,,,,
41559.55278,10/12/2013 13:16,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55347,10/12/2013 13:17,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55417,10/12/2013 13:18,,,,,,,,,,,,,,
41559.55486,10/12/2013 13:19,,,,,,,,,,,,,,
41559.55486,10/12/2013 13:19,,,,,,,,,,,,,,
41559.55486,10/12/2013 13:19,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55556,10/12/2013 13:20,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55625,10/12/2013 13:21,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55694,10/12/2013 13:22,,,,,,,,,,,,,,
41559.55764,10/12/2013 13:23,,,,,,,,,,,,,,
41559.55764,10/12/2013 13:23,,,,,,,,,,,,,,
41559.55764,10/12/2013 13:23,,,,,,,,,,,,,,
41559.55764,10/12/2013 13:23,,,,,,,,,,,,,,
41559.55764,10/12/2013 13:23,,,,,,,,,,,,,,
41559.55833,10/12/2013 13:24,,,,,,,,,,,,,,
41559.55833,10/12/2013 13:24,,,,,,,,,,,,,,
41559.55833,10/12/2013 13:24,,,,,,,,,,,,,,
41559.55833,10/12/2013 13:24,,,,,,,,,,,,,,
41559.55833,10/12/2013 13:24,,,,,,,,,,,,,,
41559.55833,10/12/2013 13:24,,,,,,,,,,,,,,
41559.55903,10/12/2013 13:25,,,,,,,,,,,,,,
41559.55903,10/12/2013 13:25,,,,,,,,,,,,,,
41559.55903,10/12/2013 13:25,,,,,,,,,,,,,,
41559.55903,10/12/2013 13:25,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.55972,10/12/2013 13:26,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56042,10/12/2013 13:27,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56111,10/12/2013 13:28,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.56181,10/12/2013 13:29,,,,,,,,,,,,,,
41559.5625,10/12/2013 13:30,,,,,,,,,,,,,,
41559.5625,10/12/2013 13:30,,,,,,,,,,,,,,
41559.5625,10/12/2013 13:30,,,,,,,,,,,,,,
41559.5625,10/12/2013 13:30,,,,,,,,,,,,,,
41559.5625,10/12/2013 13:30,,,,,,,,,,,,,,
41559.56319,10/12/2013 13:31,,,,,,,,,,,,,,
41559.56319,10/12/2013 13:31,,,,,,,,,,,,,,
41559.56319,10/12/2013 13:31,,,,,,,,,,,,,,
41559.56389,10/12/2013 13:32,,,,,,,,,,,,,,
41559.56389,10/12/2013 13:32,,,,,,,,,,,,,,
41559.56389,10/12/2013 13:32,,,,,,,,,,,,,,
41559.56389,10/12/2013 13:32,,,,,,,,,,,,,,
41559.56389,10/12/2013 13:32,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56458,10/12/2013 13:33,,,,,,,,,,,,,,
41559.56528,10/12/2013 13:34,,,,,,,,,,,,,,
41559.56528,10/12/2013 13:34,,,,,,,,,,,,,,
41559.56528,10/12/2013 13:34,,,,,,,,,,,,,,
41559.56528,10/12/2013 13:34,,,,,,,,,,,,,,
41559.56528,10/12/2013 13:34,,,,,,,,,,,,,,
41559.56597,10/12/2013 13:35,,,,,,,,,,,,,,
41559.56597,10/12/2013 13:35,,,,,,,,,,,,,,
41559.56597,10/12/2013 13:35,,,,,,,,,,,,,,
41559.56597,10/12/2013 13:35,,,,,,,,,,,,,,
41559.56597,10/12/2013 13:35,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56667,10/12/2013 13:36,,,,,,,,,,,,,,
41559.56736,10/12/2013 13:37,,,,,,,,,,,,,,
41559.56736,10/12/2013 13:37,,,,,,,,,,,,,,
41559.56736,10/12/2013 13:37,,,,,,,,,,,,,,
41559.56736,10/12/2013 13:37,,,,,,,,,,,,,,
41559.56736,10/12/2013 13:37,,,,,,,,,,,,,,
41559.56806,10/12/2013 13:38,,,,,,,,,,,,,,
41559.56806,10/12/2013 13:38,,,,,,,,,,,,,,
41559.56806,10/12/2013 13:38,,,,,,,,,,,,,,
41559.56806,10/12/2013 13:38,,,,,,,,,,,,,,
41559.56806,10/12/2013 13:38,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56875,10/12/2013 13:39,,,,,,,,,,,,,,
41559.56944,10/12/2013 13:40,,,,,,,,,,,,,,
41559.56944,10/12/2013 13:40,,,,,,,,,,,,,,
